12.7184 	9.05676 	A 	16.88 	14.722 	B 	17.3621 	15.2589 	C 	
10.7011 	14.2868 	A 	18.9597 	16.9308 	B 	21.4194 	11.4235 	C 	
11.0034 	8.97771 	A 	12.9134 	12.9257 	B 	20.0852 	14.7336 	C 	
15.8435 	11.9007 	A 	25.0917 	14.9382 	B 	20.7985 	16.1663 	C 	
13.6777 	9.21005 	A 	18.002 	14.5339 	B 	18.0212 	6.13021 	C 	
13.0972 	7.75124 	A 	18.8241 	17.8076 	B 	21.1712 	16.9671 	C 	
14.5697 	14.2718 	A 	14.4335 	16.9051 	B 	21.4582 	12.9495 	C 	
13.6388 	11.7475 	A 	17.3696 	16.3594 	B 	18.5949 	12.171 	C 	
15.4578 	8.06444 	A 	18.6428 	17.709 	B 	21.7576 	11.712 	C 	
13.384 	11.1202 	A 	16.975 	18.486 	B 	18.9941 	15.8329 	C 	
15.7725 	10.9127 	A 	19.9008 	12.0358 	B 	17.1722 	9.3948 	C 	
12.7075 	9.44434 	A 	17.7164 	18.437 	B 	25.4524 	14.2394 	C 	
15.0898 	11.2812 	A 	18.3983 	11.5577 	B 	18.9029 	13.7654 	C 	
17.2567 	13.8267 	A 	16.7846 	14.4305 	B 	27.3097 	9.19267 	C 	
13.3581 	9.92833 	A 	18.3816 	18.4841 	B 	22.0883 	7.93757 	C 	
14.2198 	10.8375 	A 	16.2926 	14.4601 	B 	21.5417 	10.8113 	C 	
19.3139 	12.2731 	A 	15.1846 	19.6368 	B 	20.3678 	15.3396 	C 	
10.477 	7.78765 	A 	17.5614 	20.3194 	B 	17.1839 	8.38027 	C 	
14.2414 	4.77396 	A 	15.6232 	17.05 	B 	19.9158 	14.1535 	C 	
12.9721 	8.78285 	A 	12.413 	16.4736 	B 	20.5368 	13.8118 	C 	
14.8175 	11.3752 	A 	15.9628 	20.0922 	B 	16.6038 	13.3468 	C 	
15.7497 	9.52524 	A 	20.6247 	19.247 	B 	20.4927 	5.71239 	C 	
13.6774 	9.03942 	A 	20.6774 	13.5848 	B 	19.7228 	13.7945 	C 	
14.1987 	9.3554 	A 	20.4893 	18.4874 	B 	24.9933 	8.10016 	C 	
18.0793 	8.06186 	A 	16.5543 	14.5004 	B 	23.2858 	10.3703 	C 	
14.2216 	9.65505 	A 	13.1383 	9.53956 	B 	17.6632 	13.294 	C 	
16.2774 	11.335 	A 	15.5448 	19.3646 	B 	17.066 	11.2341 	C 	
14.844 	11.1727 	A 	21.1338 	16.2381 	B 	20.4938 	12.7823 	C 	
15.4453 	10.7859 	A 	14.774 	9.85669 	B 	23.7309 	11.8122 	C 	
16.2782 	8.38633 	A 	17.7536 	18.3807 	B 	18.0056 	13.9134 	C 	
12.9798 	9.36166 	A 	16.0681 	18.6352 	B 	19.4894 	11.8947 	C 	
14.4118 	10.6636 	A 	15.532 	19.9427 	B 	19.3826 	14.1973 	C 	
18.9559 	8.66259 	A 	20.0391 	11.6518 	B 	16.8368 	13.6642 	C 	
11.2529 	12.7574 	A 	19.9379 	15.4547 	B 	19.7573 	14.8063 	C 	
15.8752 	8.30575 	A 	13.1367 	16.296 	B 	20.9582 	12.7441 	C 	
15.0217 	7.17049 	A 	18.3182 	14.5469 	B 	21.5961 	13.9878 	C 	
13.5897 	12.1384 	A 	22.3232 	14.2605 	B 	24.8499 	10.8023 	C 	
14.2687 	10.7688 	A 	14.5934 	16.1926 	B 	25.3513 	15.0788 	C 	
16.9307 	9.98469 	A 	16.6039 	21.2479 	B 	20.462 	8.64564 	C 	
14.0045 	9.66003 	A 	18.827 	17.4631 	B 	23.3555 	10.3052 	C 	
11.2147 	12.6038 	A 	16.2054 	19.3507 	B 	20.9993 	13.6437 	C 	
15.9332 	7.13439 	A 	18.7231 	21.4109 	B 	16.6028 	15.7328 	C 	
9.40308 	10.6275 	A 	18.7414 	18.7094 	B 	17.1327 	9.9741 	C 	
14.3791 	11.4781 	A 	16.5262 	15.4062 	B 	22.0581 	11.3694 	C 	
13.5789 	7.90579 	A 	17.5842 	17.6754 	B 	18.2343 	10.4196 	C 	
13.7738 	7.39073 	A 	29.4294 	20.2937 	B 	19.587 	10.7805 	C 	
13.7606 	10.5855 	A 	18.3203 	22.0569 	B 	14.436 	9.68066 	C 	
15.9868 	10.2893 	A 	15.675 	12.9263 	B 	19.3113 	14.2924 	C 	
15.8682 	7.14043 	A 	19.2581 	18.4116 	B 	18.5103 	11.9909 	C 	
17.7471 	8.30427 	A 	20.7163 	11.5068 	B 	20.4999 	15.0507 	C 	
19.7939 	13.2565 	A 	19.4058 	13.9392 	B 	21.0544 	6.83326 	C 	
16.6578 	6.87221 	A 	20.8628 	14.4226 	B 	24.2321 	12.6018 	C 	
12.7815 	11.6607 	A 	15.1142 	22.4952 	B 	19.9464 	14.1741 	C 	
15.8779 	11.5559 	A 	19.5285 	16.8766 	B 	17.7417 	11.1285 	C 	
15.3961 	10.1226 	A 	12.7084 	16.9769 	B 	19.3595 	10.4565 	C 	
15.6185 	8.62651 	A 	20.3429 	12.6974 	B 	22.7137 	13.8954 	C 	
17.1605 	10.0645 	A 	19.698 	14.7874 	B 	23.8195 	10.1009 	C 	
11.5959 	8.41654 	A 	13.0797 	17.4568 	B 	18.1948 	9.01516 	C 	
17.2534 	11.4885 	A 	19.7646 	12.4767 	B 	19.3687 	9.09491 	C 	
11.1795 	12.5222 	A 	16.8844 	20.9559 	B 	18.4298 	12.3012 	C 	
16.9761 	8.8053 	A 	7.31341 	14.2527 	B 	22.4101 	12.1154 	C 	
13.5868 	11.1113 	A 	14.3698 	18.9958 	B 	16.5515 	9.14047 	C 	
15.9254 	8.20288 	A 	18.4293 	20.3974 	B 	19.923 	15.4272 	C 	
18.4683 	9.12475 	A 	13.9343 	16.0287 	B 	19.88 	14.7123 	C 	
12.0806 	11.1516 	A 	15.1452 	16.3853 	B 	19.1339 	10.2524 	C 	
17.2044 	9.20726 	A 	20.7882 	18.9948 	B 	15.5413 	14.3439 	C 	
14.4849 	12.2102 	A 	12.3263 	14.0902 	B 	23.2449 	9.6951 	C 	
14.307 	9.84081 	A 	17.0212 	20.3672 	B 	22.7855 	12.1554 	C 	
14.6426 	10.461 	A 	14.9639 	20.045 	B 	20.331 	9.8968 	C 	
14.6323 	9.50404 	A 	14.4238 	16.0994 	B 	18.2486 	8.1424 	C 	
15.3398 	6.40514 	A 	20.9439 	21.347 	B 	20.5353 	13.1855 	C 	
15.051 	8.05852 	A 	14.0499 	18.7 	B 	17.6341 	13.7321 	C 	
15.4479 	11.8871 	A 	21.4743 	15.9159 	B 	18.1567 	11.8465 	C 	
14.3014 	10.9298 	A 	22.9604 	13.2883 	B 	17.8721 	11.9469 	C 	
12.6389 	12.1839 	A 	22.3717 	12.833 	B 	19.3449 	17.4893 	C 	
13.0266 	8.74909 	A 	17.2079 	12.2649 	B 	20.2538 	11.1138 	C 	
14.8608 	9.87855 	A 	17.0989 	17.9105 	B 	20.3257 	9.58408 	C 	
17.1611 	8.06036 	A 	18.6488 	19.9329 	B 	20.2426 	12.4604 	C 	
13.9595 	8.27242 	A 	23.2722 	19.6121 	B 	18.2388 	11.3806 	C 	
15.0255 	9.2275 	A 	21.9652 	10.9799 	B 	22.0749 	9.94955 	C 	
16.1023 	9.6801 	A 	14.3842 	16.2889 	B 	14.7907 	13.4323 	C 	
13.4894 	5.48481 	A 	17.5422 	14.127 	B 	21.7384 	15.4239 	C 	
13.2031 	8.94428 	A 	15.5225 	16.4264 	B 	17.1868 	14.7568 	C 	
14.3107 	11.1029 	A 	16.6577 	16.2386 	B 	18.1515 	10.8669 	C 	
15.3618 	11.0865 	A 	20.5599 	20.6378 	B 	16.6204 	12.5169 	C 	
11.8415 	9.87324 	A 	15.9499 	8.67711 	B 	19.1229 	10.9122 	C 	
14.6345 	7.4615 	A 	22.3291 	16.5417 	B 	20.6131 	13.8462 	C 	
15.609 	10.1808 	A 	23.9548 	14.2435 	B 	22.5897 	14.9519 	C 	
18.0241 	7.26715 	A 	21.9646 	19.0459 	B 	16.9791 	11.8465 	C 	
14.1682 	7.70664 	A 	21.5056 	16.7836 	B 	18.667 	10.1228 	C 	
14.8466 	9.56658 	A 	24.3353 	13.2672 	B 	21.1334 	14.6161 	C 	
15.7271 	10.0133 	A 	23.9625 	17.6086 	B 	19.3659 	11.3844 	C 	
14.2027 	9.75586 	A 	24.5193 	15.0676 	B 	23.3067 	10.2409 	C 	
16.0005 	8.46175 	A 	16.6553 	16.8283 	B 	18.873 	10.4824 	C 	
17.3507 	10.0636 	A 	20.9196 	23.9496 	B 	13.7092 	13.9499 	C 	
11.9273 	6.30527 	A 	11.6234 	22.5556 	B 	17.8038 	14.794 	C 	
12.3293 	10.8352 	A 	16.4507 	10.9738 	B 	20.4417 	10.6298 	C 	
18.1761 	3.22033 	A 	22.7907 	20.0916 	B 	18.0181 	9.35806 	C 	
17.0608 	9.63748 	A 	15.3421 	14.7842 	B 	20.7134 	7.63218 	C 	
16.8713 	12.2148 	A 	14.5735 	15.2376 	B 	19.674 	11.9475 	C 	
12.9777 	5.5406 	A 	16.2176 	18.2692 	B 	23.2346 	13.6263 	C 	
15.9888 	12.9632 	A 	17.8313 	14.0634 	B 	24.5035 	11.5506 	C 	
18.1837 	10.5426 	A 	15.6834 	19.3914 	B 	20.0808 	13.1219 	C 	
13.4047 	10.7813 	A 	22.2172 	15.2275 	B 	18.0049 	9.13951 	C 	
12.6593 	11.4363 	A 	11.7322 	11.3547 	B 	23.8049 	11.9936 	C 	
15.6071 	11.2952 	A 	16.0225 	17.6306 	B 	22.7158 	13.0531 	C 	
14.414 	9.25769 	A 	15.2725 	22.9017 	B 	21.9431 	11.8002 	C 	
11.7422 	11.5538 	A 	18.9276 	20.4689 	B 	20.723 	13.5948 	C 	
16.31 	7.9539 	A 	19.1652 	17.7723 	B 	20.5806 	8.80178 	C 	
14.6893 	8.8579 	A 	23.5554 	22.0358 	B 	18.1791 	12.4658 	C 	
15.2216 	5.86937 	A 	23.3047 	22.3928 	B 	17.7876 	11.4612 	C 	
14.5837 	10.4694 	A 	17.8279 	16.0644 	B 	17.2648 	10.7751 	C 	
15.002 	9.08688 	A 	12.7501 	16.0253 	B 	18.7945 	11.4733 	C 	
16.2349 	5.59233 	A 	20.4262 	17.1348 	B 	15.8079 	9.70267 	C 	
15.2914 	9.08802 	A 	14.7823 	21.9083 	B 	21.1869 	8.9896 	C 	
17.6309 	9.27653 	A 	19.4164 	18.9024 	B 	18.2443 	10.0615 	C 	
15.3086 	7.11677 	A 	19.8101 	15.4819 	B 	18.9497 	11.1815 	C 	
14.585 	6.09613 	A 	14.4205 	14.0824 	B 	17.1296 	10.4176 	C 	
13.4649 	9.2529 	A 	19.0361 	16.2458 	B 	20.3774 	12.2703 	C 	
13.416 	12.042 	A 	17.2826 	16.7112 	B 	24.7742 	8.92667 	C 	
10.4738 	10.5472 	A 	19.6097 	21.8885 	B 	17.4848 	9.46292 	C 	
14.4539 	9.47811 	A 	15.0716 	15.8431 	B 	17.5226 	10.5544 	C 	
12.4908 	8.49203 	A 	15.1366 	21.6045 	B 	20.4189 	12.6652 	C 	
12.5457 	6.64049 	A 	17.9452 	19.7918 	B 	18.3723 	10.7089 	C 	
16.7714 	8.48174 	A 	10.5578 	12.7866 	B 	20.4355 	14.9479 	C 	
15.3919 	10.2387 	A 	22.6148 	17.3628 	B 	19.8435 	12.0331 	C 	
18.8969 	10.7784 	A 	20.2241 	17.4602 	B 	18.6043 	16.6508 	C 	
14.8438 	14.2282 	A 	23.218 	13.409 	B 	19.6183 	15.5234 	C 	
12.6401 	9.35939 	A 	21.4013 	17.188 	B 	22.7956 	14.2644 	C 	
16.7773 	10.2669 	A 	19.1326 	17.8485 	B 	18.5688 	12.3515 	C 	
13.938 	12.3324 	A 	16.7269 	12.5643 	B 	20.4477 	13.7781 	C 	
15.0466 	6.46318 	A 	17.5464 	15.2768 	B 	17.0274 	9.57307 	C 	
14.5894 	9.19441 	A 	14.2864 	18.81 	B 	20.445 	8.14961 	C 	
11.3315 	11.0459 	A 	18.0816 	16.2224 	B 	15.4893 	13.4601 	C 	
11.4243 	8.40736 	A 	16.8505 	17.3221 	B 	22.5992 	13.3289 	C 	
14.2631 	10.9663 	A 	17.5634 	22.2797 	B 	18.8023 	10.8284 	C 	
13.9321 	9.60396 	A 	22.828 	14.5101 	B 	16.6255 	15.6789 	C 	
11.7617 	10.2436 	A 	21.0634 	17.76 	B 	12.4744 	14.0847 	C 	
18.6905 	11.0163 	A 	21.6287 	16.927 	B 	18.0837 	10.8534 	C 	
16.021 	8.17534 	A 	24.1124 	15.1949 	B 	21.684 	9.10249 	C 	
14.0448 	9.9533 	A 	17.3638 	17.8344 	B 	23.9254 	18.9731 	C 	
14.6566 	8.04399 	A 	19.6701 	15.3995 	B 	21.3571 	15.7531 	C 	
14.9547 	10.7989 	A 	19.1394 	19.6115 	B 	22.1423 	10.1431 	C 	
13.9512 	8.50673 	A 	15.9925 	17.3952 	B 	16.4491 	10.5779 	C 	
15.1943 	10.9043 	A 	19.7815 	19.1483 	B 	21.8073 	12.358 	C 	
18.2211 	10.6321 	A 	20.877 	15.4384 	B 	21.5788 	17.0179 	C 	
14.1851 	8.29743 	A 	20.3523 	12.3105 	B 	19.0778 	15.0486 	C 	
17.168 	11.9608 	A 	19.0596 	21.1789 	B 	21.4704 	12.6353 	C 	
13.809 	10.7623 	A 	12.1624 	15.5044 	B 	19.7635 	14.0091 	C 	
15.6494 	13.5934 	A 	17.6698 	12.5176 	B 	18.6888 	8.4734 	C 	
14.9976 	13.2497 	A 	15.861 	13.767 	B 	16.9711 	17.2278 	C 	
13.0677 	11.0443 	A 	22.4867 	18.9481 	B 	24.3471 	11.4782 	C 	
14.6623 	10.6649 	A 	17.1687 	20.1785 	B 	18.2167 	10.9469 	C 	
18.7782 	9.85812 	A 	23.5229 	11.9158 	B 	20.2419 	11.0817 	C 	
11.2836 	11.096 	A 	19.3696 	18.718 	B 	22.1163 	13.6773 	C 	
12.6737 	8.06808 	A 	16.477 	17.0435 	B 	18.308 	12.019 	C 	
16.0759 	8.02703 	A 	16.8332 	23.2462 	B 	18.9546 	10.66 	C 	
11.8188 	9.85534 	A 	14.9386 	12.7398 	B 	17.8038 	13.5737 	C 	
16.8344 	12.1554 	A 	21.2742 	19.1156 	B 	24.2937 	13.1273 	C 	
12.2314 	10.1603 	A 	19.1542 	20.7588 	B 	21.6678 	12.5206 	C 	
13.7953 	14.4921 	A 	21.5563 	18.4107 	B 	23.6466 	12.592 	C 	
15.3155 	7.59136 	A 	20.9038 	12.867 	B 	20.7999 	12.4017 	C 	
14.8011 	10.0704 	A 	21.8925 	16.0249 	B 	16.1057 	8.78704 	C 	
12.4429 	11.1601 	A 	18.5836 	16.5063 	B 	23.9538 	9.3334 	C 	
15.3895 	10.7918 	A 	14.7538 	18.6596 	B 	16.6709 	11.4644 	C 	
12.3371 	6.52537 	A 	23.8003 	15.8304 	B 	23.2762 	15.4859 	C 	
13.6172 	6.50967 	A 	17.7196 	21.5182 	B 	23.9749 	15.0726 	C 	
16.5807 	6.64626 	A 	16.138 	15.183 	B 	22.0559 	8.40657 	C 	
13.9918 	12.8784 	A 	21.9771 	13.1259 	B 	22.0371 	12.2818 	C 	
12.3132 	9.30631 	A 	13.3457 	19.5875 	B 	17.8992 	12.9137 	C 	
13.5356 	11.5953 	A 	18.7955 	10.2463 	B 	16.9091 	11.6003 	C 	
13.7219 	11.5553 	A 	23.6172 	11.2098 	B 	18.4666 	9.20572 	C 	
10.8307 	11.0152 	A 	20.3698 	22.73 	B 	23.2948 	13.6435 	C 	
14.8386 	9.06047 	A 	14.8128 	16.1229 	B 	15.6304 	11.4778 	C 	
15.8143 	11.635 	A 	18.0734 	18.6116 	B 	21.1176 	17.0218 	C 	
15.8132 	13.7066 	A 	15.331 	20.5578 	B 	23.7889 	8.71218 	C 	
18.8149 	9.73632 	A 	16.9646 	20.0152 	B 	22.454 	17.6908 	C 	
16.5854 	11.0339 	A 	23.0056 	18.3512 	B 	19.6652 	11.4218 	C 	
12.8567 	7.96584 	A 	17.0203 	18.8354 	B 	21.8893 	7.20715 	C 	
13.3564 	8.70645 	A 	20.3153 	17.4073 	B 	19.0101 	11.3674 	C 	
13.8545 	13.1093 	A 	26.3048 	20.54 	B 	20.788 	10.2275 	C 	
14.9761 	9.12405 	A 	15.976 	17.5445 	B 	18.2227 	8.81709 	C 	
14.9591 	6.82823 	A 	17.4161 	20.2987 	B 	18.4168 	15.7794 	C 	
19.1851 	10.987 	A 	11.4557 	19.8471 	B 	21.725 	11.6257 	C 	
17.505 	11.0673 	A 	18.6082 	16.7866 	B 	23.0712 	10.7095 	C 	
15.0639 	7.17189 	A 	19.8147 	18.6065 	B 	18.2162 	12.5533 	C 	
14.7116 	10.276 	A 	21.5594 	19.0666 	B 	21.2993 	13.9651 	C 	
12.4649 	8.33191 	A 	18.3948 	16.7457 	B 	18.5593 	12.4318 	C 	
13.1534 	9.86267 	A 	20.1422 	21.1687 	B 	18.1072 	12.9107 	C 	
15.2534 	10.6026 	A 	20.0703 	15.6876 	B 	17.08 	12.3353 	C 	
16.38 	11.8553 	A 	21.2986 	17.4355 	B 	25.1809 	11.0572 	C 	
15.1185 	10.8833 	A 	19.715 	17.1695 	B 	17.2194 	10.8653 	C 	
13.0326 	9.10327 	A 	25.5307 	16.1101 	B 	19.4895 	15.3404 	C 	
12.7088 	14.6435 	A 	17.9102 	19.0278 	B 	16.7739 	12.6653 	C 	
13.3619 	7.89086 	A 	19.9626 	21.171 	B 	17.3095 	9.76885 	C 	
17.4652 	11.2717 	A 	21.6063 	18.5408 	B 	20.1882 	12.6503 	C 	
16.1957 	10.4682 	A 	22.5366 	20.924 	B 	20.612 	14.3162 	C 	
17.8679 	9.0473 	A 	24.5638 	15.4632 	B 	18.91 	11.66 	C 	
15.4715 	4.96558 	A 	20.5761 	13.7749 	B 	16.5155 	11.6894 	C 	
17.5549 	10.7622 	A 	19.1227 	15.1059 	B 	19.9076 	13.3139 	C 	
15.2387 	11.1741 	A 	16.0474 	19.7835 	B 	21.0827 	10.8738 	C 	
10.1579 	7.2739 	A 	18.2592 	11.646 	B 	22.1841 	15.7684 	C 	
17.6833 	11.4423 	A 	19.0536 	13.3495 	B 	18.4131 	14.076 	C 	
16.2009 	9.64795 	A 	13.3056 	19.7903 	B 	21.7763 	12.3139 	C 	
15.3568 	10.0921 	A 	15.5106 	18.7656 	B 	21.3343 	10.6425 	C 	
17.4113 	10.5352 	A 	17.0817 	17.0974 	B 	18.7367 	7.19019 	C 	
16.621 	7.977 	A 	15.3092 	16.2623 	B 	22.1682 	13.0698 	C 	
10.3968 	10.8497 	A 	20.0074 	16.3391 	B 	23.9694 	15.0544 	C 	
17.9372 	9.14217 	A 	17.736 	17.176 	B 	20.1877 	12.8359 	C 	
9.28973 	6.66627 	A 	18.3089 	16.6766 	B 	16.5987 	13.5904 	C 	
12.7931 	7.18378 	A 	17.8877 	18.0844 	B 	24.6699 	13.9875 	C 	
15.3033 	7.77138 	A 	20.9637 	13.3364 	B 	19.9774 	12.4884 	C 	
15.1508 	10.2345 	A 	17.9977 	17.9281 	B 	20.4604 	10.9787 	C 	
13.8689 	12.9842 	A 	20.9002 	11.7792 	B 	20.367 	11.5026 	C 	
16.8784 	11.1012 	A 	17.1056 	16.2312 	B 	18.4965 	13.8072 	C 	
15.1885 	12.3718 	A 	18.5963 	15.9535 	B 	19.6138 	14.8726 	C 	
16.3667 	8.29301 	A 	12.3317 	17.9012 	B 	19.9975 	17.4911 	C 	
13.729 	11.361 	A 	13.4131 	17.4375 	B 	20.2767 	18.0404 	C 	
16.1534 	11.3127 	A 	17.8253 	17.2882 	B 	18.6548 	13.7647 	C 	
13.4732 	11.6797 	A 	19.0846 	13.0376 	B 	20.0833 	10.6613 	C 	
14.6332 	9.89067 	A 	18.6971 	17.0706 	B 	17.2701 	14.3574 	C 	
14.1065 	7.90324 	A 	22.1608 	14.2646 	B 	20.1449 	6.71658 	C 	
15.63 	9.20472 	A 	14.0173 	15.5498 	B 	22.407 	12.1374 	C 	
12.1169 	13.2204 	A 	17.9346 	20.7117 	B 	16.581 	13.3305 	C 	
13.2757 	14.4293 	A 	13.5914 	19.7438 	B 	20.2406 	12.7894 	C 	
16.0831 	8.23151 	A 	15.2555 	15.6129 	B 	23.8589 	12.9708 	C 	
14.3769 	7.86381 	A 	25.2961 	15.7678 	B 	19.6054 	12.9217 	C 	
14.9745 	9.6162 	A 	17.8498 	16.7551 	B 	20.0272 	13.9813 	C 	
13.9365 	9.61273 	A 	20.4553 	15.3005 	B 	22.1192 	13.0004 	C 	
17.5214 	10.3152 	A 	17.792 	19.8036 	B 	18.7226 	10.0119 	C 	
14.2231 	11.4539 	A 	13.8744 	16.172 	B 	21.7291 	12.65 	C 	
14.6243 	12.0885 	A 	22.9739 	18.0307 	B 	20.8286 	11.2599 	C 	
16.4235 	8.77267 	A 	15.1153 	18.5464 	B 	26.832 	10.381 	C 	
16.4501 	9.22636 	A 	16.1769 	17.9569 	B 	14.4854 	9.60582 	C 	
13.6162 	7.92223 	A 	15.0342 	16.4245 	B 	19.6885 	13.7933 	C 	
13.2217 	9.45098 	A 	13.5087 	20.9713 	B 	21.8277 	16.2542 	C 	
16.5129 	8.6366 	A 	22.067 	16.4209 	B 	16.9531 	10.3712 	C 	
15.2212 	12.3612 	A 	16.156 	17.3062 	B 	16.0594 	12.377 	C 	
14.4036 	10.6299 	A 	17.2443 	16.3844 	B 	16.8308 	17.9702 	C 	
14.1522 	10.8758 	A 	17.5159 	14.9067 	B 	18.3439 	11.1679 	C 	
15.0093 	14.3538 	A 	19.8742 	12.6231 	B 	20.3937 	12.8595 	C 	
16.7921 	8.91282 	A 	14.2784 	15.8823 	B 	21.485 	12.3127 	C 	
12.3185 	8.97652 	A 	16.8582 	16.9754 	B 	19.5425 	11.4219 	C 	
14.8107 	8.42856 	A 	16.3212 	13.1961 	B 	19.2826 	10.0443 	C 	
16.4231 	9.73219 	A 	18.2238 	15.054 	B 	18.0903 	15.3899 	C 	
13.4243 	7.3366 	A 	17.4922 	16.2917 	B 	17.3954 	15.147 	C 	
15.0449 	9.43385 	A 	19.3368 	15.4203 	B 	18.0786 	12.6647 	C 	
16.8291 	12.1544 	A 	17.1379 	11.4938 	B 	21.3927 	14.6488 	C 	
21.981 	12.2971 	A 	17.8279 	13.388 	B 	16.3059 	17.086 	C 	
13.1095 	8.49907 	A 	15.3791 	19.0724 	B 	21.0277 	9.6946 	C 	
14.5925 	11.5121 	A 	15.9134 	17.6299 	B 	18.2866 	10.0977 	C 	
14.0955 	9.81711 	A 	14.8106 	19.7861 	B 	14.6601 	12.121 	C 	
17.9546 	8.61525 	A 	14.7184 	19.6509 	B 	16.9108 	11.4555 	C 	
14.7459 	7.64054 	A 	16.0147 	20.869 	B 	19.9845 	11.5482 	C 	
13.9739 	11.6105 	A 	18.1262 	14.7498 	B 	19.7216 	8.86187 	C 	
15.1812 	14.2458 	A 	22.7371 	13.1658 	B 	18.0236 	13.361 	C 	
16.8696 	12.7122 	A 	11.1204 	16.804 	B 	15.606 	10.8163 	C 	
14.0634 	8.92732 	A 	16.9782 	10.3354 	B 	20.3867 	7.29568 	C 	
12.2558 	10.3655 	A 	15.9301 	12.9809 	B 	20.7837 	10.1615 	C 	
17.09 	9.3272 	A 	17.4545 	13.0508 	B 	16.6179 	12.3529 	C 	
13.113 	7.56865 	A 	22.6183 	17.5156 	B 	18.8145 	11.0531 	C 	
15.0195 	7.8596 	A 	15.7147 	16.3457 	B 	24.6591 	10.3238 	C 	
13.6365 	9.33042 	A 	22.1903 	15.8899 	B 	14.7498 	13.2485 	C 	
14.0638 	6.30635 	A 	18.1084 	17.2691 	B 	18.911 	10.9924 	C 	
13.7776 	10.6117 	A 	18.151 	20.8847 	B 	21.237 	14.6983 	C 	
11.0586 	6.01285 	A 	22.5022 	17.4881 	B 	20.7041 	8.73251 	C 	
18.0587 	12.3887 	A 	16.5144 	20.652 	B 	20.6695 	8.28689 	C 	
14.34 	8.69204 	A 	16.0009 	15.1239 	B 	19.986 	13.6032 	C 	
13.9919 	4.66829 	A 	14.7293 	13.3575 	B 	21.8402 	15.9234 	C 	
15.7329 	11.0165 	A 	22.3178 	13.1107 	B 	22.3302 	11.617 	C 	
12.8425 	8.12946 	A 	20.0578 	16.3005 	B 	18.5534 	14.0829 	C 	
16.3158 	11.0182 	A 	17.7311 	15.7441 	B 	19.8124 	9.5118 	C 	
14.592 	9.35164 	A 	21.4839 	22.2243 	B 	21.5252 	12.1585 	C 	
14.9473 	9.09115 	A 	15.5719 	10.9048 	B 	17.225 	15.1851 	C 	
13.7713 	8.20365 	A 	15.6545 	20.8062 	B 	19.3897 	14.1271 	C 	
12.8026 	7.46037 	A 	17.076 	17.9179 	B 	20.0182 	15.478 	C 	
12.0557 	9.76475 	A 	21.607 	18.7129 	B 	22.8529 	16.1592 	C 	
13.9281 	9.93455 	A 	21.3634 	12.4102 	B 	18.5267 	11.1866 	C 	
15.5549 	11.26 	A 	14.5207 	16.8145 	B 	21.1756 	11.0968 	C 	
17.7704 	11.3719 	A 	15.2575 	18.0591 	B 	20.8342 	11.181 	C 	
13.5855 	11.2797 	A 	16.473 	15.5422 	B 	22.7041 	11.0626 	C 	
15.744 	10.9244 	A 	19.1054 	18.4571 	B 	18.2481 	14.2372 	C 	
17.3622 	14.2432 	A 	15.8241 	18.298 	B 	19.9938 	9.74909 	C 	
13.6423 	10.3539 	A 	10.4506 	11.8368 	B 	15.2033 	11.1139 	C 	
14.2158 	6.29519 	A 	19.2797 	12.0683 	B 	16.6125 	13.997 	C 	
14.1301 	7.6031 	A 	20.2669 	17.7353 	B 	24.275 	6.86635 	C 	
13.1927 	10.647 	A 	21.183 	18.099 	B 	24.2541 	7.82926 	C 	
16.2928 	11.0061 	A 	20.4653 	14.1746 	B 	20.1098 	10.2284 	C 	
18.3577 	10.5694 	A 	19.6601 	13.276 	B 	21.3082 	12.6825 	C 	
14.8776 	7.52327 	A 	15.8712 	16.7294 	B 	17.8312 	9.89078 	C 	
18.3858 	11.2489 	A 	21.2803 	19.3014 	B 	21.6756 	13.6222 	C 	
12.4305 	8.44969 	A 	19.3062 	17.7661 	B 	17.7878 	12.9473 	C 	
13.6304 	10.5779 	A 	22.2192 	12.4703 	B 	20.1665 	8.02977 	C 	
14.0756 	8.92702 	A 	17.706 	17.9903 	B 	16.7011 	11.3883 	C 	
17.0432 	9.24038 	A 	17.2931 	14.2817 	B 	19.0869 	10.3217 	C 	
14.7471 	12.0884 	A 	16.5746 	11.6198 	B 	19.2435 	11.2291 	C 	
16.5313 	6.80581 	A 	16.7314 	18.5354 	B 	20.5758 	11.64 	C 	
14.0979 	14.9642 	A 	16.4192 	15.1315 	B 	20.8719 	10.3228 	C 	
15.6081 	9.12136 	A 	18.0843 	20.9773 	B 	22.3878 	11.8476 	C 	
12.9587 	10.3406 	A 	15.1658 	14.8725 	B 	20.9765 	10.8717 	C 	
11.178 	10.1955 	A 	25.6358 	17.9455 	B 	17.1983 	6.71607 	C 	
16.4579 	8.54351 	A 	17.7417 	15.9558 	B 	13.8566 	13.1457 	C 	
14.1353 	9.58243 	A 	16.7417 	20.6079 	B 	15.217 	9.53907 	C 	
17.2296 	9.98242 	A 	21.1281 	13.8887 	B 	19.1805 	14.2477 	C 	
17.0501 	6.85583 	A 	15.8746 	15.0667 	B 	18.0275 	9.36233 	C 	
14.718 	7.78497 	A 	21.8586 	12.9778 	B 	19.8022 	12.8119 	C 	
12.6732 	13.1396 	A 	15.1395 	15.2404 	B 	22.3507 	11.8164 	C 	
